stock_code,stock_name,stock_full_name,category
5222,FGV,FGV HOLDINGS BERHAD,PLANTATION
6939,FIAMMA,FIAMMA HOLDINGS BHD,CONSUMER PRODUCTS & SERVICES
0149,FIBON,FIBON BERHAD,INDUSTRIAL PRODUCTS & SERVICES
8605,FIHB,FEDERAL INTERNATIONAL HOLDINGS BERHAD,CONSUMER PRODUCTS & SERVICES
8605PA,FIHB-PA,FEDERAL INTERNATIONAL HOLDINGS BERHAD - RCPS 16/26,CONSUMER PRODUCTS & SERVICES
8605PB,FIHB-PB,FEDERAL INTERNATIONAL HOLDINGS BERHAD - RCPS 18/28,CONSUMER PRODUCTS & SERVICES
3107,FIMACOR,FIMA CORPORATION BHD,INDUSTRIAL PRODUCTS & SERVICES
0150,FINTEC,FINTEC GLOBAL BERHAD,FINANCIAL SERVICES
0150PA,FINTEC-PA,FINTEC GLOBAL BERHAD - ICPS A 2017/2027,FINANCIAL SERVICES
9318,FITTERS,FITTERS DIVERSIFIED BHD,INDUSTRIAL PRODUCTS & SERVICES
9318OR,FITTERS-OR,FITTERS DIVERSIFIED BERHAD - ORDINARY RIGHTS,INDUSTRIAL PRODUCTS & SERVICES
5197,FLBHD,FOCUS LUMBER BERHAD,INDUSTRIAL PRODUCTS & SERVICES
0231,FLEXI,FLEXIDYNAMIC HOLDINGS BERHAD,INDUSTRIAL PRODUCTS & SERVICES
7210,FM,FM GLOBAL LOGISTICS HOLDINGS BERHAD,TRANSPORTATION & LOGISTICS
0116,FOCUS,FOCUS DYNAMICS GROUP BERHAD,CONSUMER PRODUCTS & SERVICES
0116PA,FOCUS-PA,FOCUS DYNAMICS GROUP BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2020/2030,CONSUMER PRODUCTS & SERVICES
0157,FOCUSP,FOCUS POINT HOLDINGS BERHAD,CONSUMER PRODUCTS & SERVICES
5277,FPGROUP,FOUNDPAC GROUP BERHAD,INDUSTRIAL PRODUCTS & SERVICES
0304,FPHB,FARM PRICE HOLDINGS BERHAD,CONSUMER PRODUCTS & SERVICES
9172,FPI,FORMOSA PROSONIC INDUSTRIES,CONSUMER PRODUCTS & SERVICES
0128,FRONTKN,FRONTKEN CORPORATION BHD,TECHNOLOGY
9377,FSBM,FSBM HOLDINGS BHD,TECHNOLOGY
7184,G3,G3 GLOBAL BERHAD,CONSUMER PRODUCTS & SERVICES
9261,GADANG,GADANG HOLDINGS BHD,CONSTRUCTION
5398,GAMUDA,GAMUDA BHD,CONSTRUCTION
5209,GASMSIA,GAS MALAYSIA BERHAD,UTILITIES
9148,GBAY,GREATER BAY HOLDINGS BERHAD,INDUSTRIAL PRODUCTS & SERVICES
5226,GBGAQRS,GABUNGAN AQRS BERHAD,CONSTRUCTION
7676,GCAP,G CAPITAL BERHAD,TRANSPORTATION & LOGISTICS
5102,GCB,GUAN CHONG BHD,CONSUMER PRODUCTS & SERVICES
5592,GCE,GRAND CENTRAL ENTERPRISES BHD,CONSUMER PRODUCTS & SERVICES
0198,GDB,GDB HOLDINGS BERHAD,CONSTRUCTION
0078,GDEX,GDEX BERHAD,TRANSPORTATION & LOGISTICS
0104,GENETEC,GENETEC TECHNOLOGY BERHAD,TECHNOLOGY
4715,GENM,GENTING MALAYSIA BERHAD,CONSUMER PRODUCTS & SERVICES
2291,GENP,GENTING PLANTATIONS BERHAD,PLANTATION
3182,GENTING,GENTING BHD,CONSUMER PRODUCTS & SERVICES
7197,GESHEN,GE-SHEN CORPORATION BHD,INDUSTRIAL PRODUCTS & SERVICES
0039,GFM,GFM SERVICES BERHAD,INDUSTRIAL PRODUCTS & SERVICES
0021,GHLSYS,GHL SYSTEMS BHD,TECHNOLOGY
7192,GIIB,GIIB HOLDINGS BERHAD,INDUSTRIAL PRODUCTS & SERVICES
3204,GKENT,GEORGE KENT (M) BHD,CONSTRUCTION
7382,GLBHD,GOLDEN LAND BERHAD,PLANTATION
5020,GLOMAC,GLOMAC BHD,PROPERTY
5220,GLOTEC,GLOBALTEC FORMATION BERHAD,INDUSTRIAL PRODUCTS & SERVICES
0284,GLXT,GLOSTREXT BERHAD,INDUSTRIAL PRODUCTS & SERVICES
9962,GMUTUAL,GROMUTUAL BHD,PROPERTY
1147,GOB,GLOBAL ORIENTAL BERHAD,PROPERTY
0074,GOCEAN,GREEN OCEAN CORPORATION BERHAD,CONSUMER PRODUCTS & SERVICES
03028,GOINNO,GO INNOVATE ASIA BERHAD,INDUSTRIAL PRODUCTS & SERVICES
2135,GOPENG,GOPENG BHD,PLANTATION
0082,GPACKET,GREEN PACKET BHD,TELECOMMUNICATIONS & MEDIA
5649,GPHAROS,GOLDEN PHAROS BHD,INDUSTRIAL PRODUCTS & SERVICES
03029,GPP,GPP RESOURCES BERHAD,INDUSTRIAL PRODUCTS & SERVICES
0208,GREATEC,GREATECH TECHNOLOGY BERHAD,TECHNOLOGY
0136,GREENYB,GREENYIELD BHD,CONSUMER PRODUCTS & SERVICES
7022,GTRONIC,GLOBETRONICS TECHNOLOGY BHD,TECHNOLOGY
3247,GUH,GUH HOLDINGS BHD,INDUSTRIAL PRODUCTS & SERVICES
1503,GUOCO,GUOCOLAND (MALAYSIA) BHD,PROPERTY
0237,HAILY,HAILY GROUP BERHAD,CONSTRUCTION
7253,HANDAL,HANDAL ENERGY BERHAD,ENERGY
3034,HAPSENG,HAP SENG CONSOLIDATED BHD,INDUSTRIAL PRODUCTS & SERVICES
2062,HARBOUR,HARBOUR-LINK GROUP BHD,TRANSPORTATION & LOGISTICS
5008,HARISON,HARRISONS HOLDINGS (M) BHD,CONSUMER PRODUCTS & SERVICES
7501,HARNLEN,HARN LEN CORPORATION BHD,PLANTATION
5168,HARTA,HARTALEGA HOLDINGS BHD,HEALTH CARE
5187,HBGLOB,HB GLOBAL LIMITED,CONSUMER PRODUCTS & SERVICES
7105,HCK,HCK CAPITAL GROUP BERHAD,PROPERTY
0296,HEGROUP,HE GROUP BERHAD,INDUSTRIAL PRODUCTS & SERVICES
3255,HEIM,HEINEKEN MALAYSIA BERHAD,CONSUMER PRODUCTS & SERVICES
5121,HEKTAR,HEKTAR REITS,REAL ESTATE INVESTMENT TRUSTS
4324,HENGYUAN,HENGYUAN REFINING COMPANY BERHAD,ENERGY
5095,HEVEA,HEVEABOARD BHD,INDUSTRIAL PRODUCTS & SERVICES
0035,HEXCAP,HEXTAR CAPITAL BERHAD,TELECOMMUNICATIONS & MEDIA
7803,HEXCARE,HEXTAR HEALTHCARE BERHAD,HEALTH CARE
0161,HEXIND,HEXTAR INDUSTRIES BERHAD,INDUSTRIAL PRODUCTS & SERVICES
0161OR,HEXIND-OR,HEXTAR INDUSTRIES BERHAD - ORDINARY RIGHTS,INDUSTRIAL PRODUCTS & SERVICES
7202,HEXRTL,HEXTAR RETAIL BERHAD,CONSUMER PRODUCTS & SERVICES
5151,HEXTAR,HEXTAR GLOBAL BERHAD,INDUSTRIAL PRODUCTS & SERVICES
5136,HEXTECH,HEXTAR TECHNOLOGIES SOLUTIONS BERHAD,TRANSPORTATION & LOGISTICS
3298,HEXZA,HEXZA CORPORATION BHD,INDUSTRIAL PRODUCTS & SERVICES
0160,HHHCORP,HIAP HUAT HOLDINGS BHD,INDUSTRIAL PRODUCTS & SERVICES
0175,HHRG,HHRG BERHAD,INDUSTRIAL PRODUCTS & SERVICES
5072,HIAPTEK,HIAP TECK VENTURE BHD,INDUSTRIAL PRODUCTS & SERVICES
5199,HIBISCS,HIBISCUS PETROLEUM BHD,ENERGY
5199PA,HIBISCS-PA,HIBISCUS PETROLEUM BERHAD - CONVERTIBLE REDEEMABLE PREFERENCE SHARES 2020/2022,ENERGY
7033,HIGHTEC,KUMPULAN H&L HIGH-TECH BHD,INDUSTRIAL PRODUCTS & SERVICES
8443,HIL,HIL INDUSTRIES BHD,INDUSTRIAL PRODUCTS & SERVICES
5819,HLBANK,HONG LEONG BANK BHD,FINANCIAL SERVICES
5274,HLCAP,HONG LEONG CAPITAL BERHAD,FINANCIAL SERVICES
1082,HLFG,HONG LEONG FINANCIAL GROUP BHD,FINANCIAL SERVICES
3301,HLIND,HONG LEONG INDUSTRIES BHD,CONSUMER PRODUCTS & SERVICES
0188,HLT,HLT GLOBAL BERHAD,INDUSTRIAL PRODUCTS & SERVICES
0060,HM,HARVEST MIRACLE CAPITAL BERHAD,TECHNOLOGY
0060PA,HM-PA,HARVEST MIRACLE CAPITAL BERHAD - ICPS 2019/2024,TECHNOLOGY
5169,HOHUP,HO HUP CONSTRUCTION COMPANY,CONSTRUCTION
5160,HOMERIZ,HOMERITZ CORPORATION BERHAD,CONSUMER PRODUCTS & SERVICES
0041,HONGSENG,HONG SENG CONSOLIDATED BERHAD,TECHNOLOGY
0041PA,HONGSENG-PA,HONG SENG CONSOLIDATED BERHAD - ICPS A 2019/2024,TECHNOLOGY
5291,HPMT,HPMT HOLDINGS BERHAD,INDUSTRIAL PRODUCTS & SERVICES
0228,HPPHB,HPP HOLDINGS BERHAD,INDUSTRIAL PRODUCTS & SERVICES
6238,HSL,HOCK SENG LEE BHD,CONSTRUCTION
5138,HSPLANT,HAP SENG PLANTATIONS HOLDINGS,PLANTATION
0185,HSSEB,HSS ENGINEERS BERHAD,INDUSTRIAL PRODUCTS & SERVICES
5028,HTPADU,HEITECH PADU BHD,TECHNOLOGY
5062,HUAYANG,HUA YANG BHD,PROPERTY
5062OR,HUAYANG-OR,HUA YANG BERHAD - ORDINARY RIGHTS,PROPERTY
7013,HUBLINE,HUBLINE BHD,TRANSPORTATION & LOGISTICS
5000,HUMEIND,HUME CEMENT INDUSTRIES BERHAD,INDUSTRIAL PRODUCTS & SERVICES
5024,HUPSENG,HUP SENG INDUSTRIES BHD,CONSUMER PRODUCTS & SERVICES
8478,HWATAI,HWA TAI INDUSTRIES BHD,CONSUMER PRODUCTS & SERVICES
9601,HWGB,HO WAH GENTING BHD,INDUSTRIAL PRODUCTS & SERVICES
4251,IBHD,I-BHD,PROPERTY
4251PA,IBHD-PA,I-BERHAD - REDEEMABLE CUMULATIVE CONVERTIBLE PREFERENCE SHARES A,PROPERTY
5084,IBRACO,IBRACO BHD,PROPERTY
5108,ICAP,ICAPITAL.BIZ BHD,CLOSED END FUND
5255,ICON,ICON OFFSHORE BERHAD,ENERGY
9113,ICONIC,ICONIC WORLDWIDE BERHAD,CONSUMER PRODUCTS & SERVICES
9113OR,ICONIC-OR,ICONIC WORLDWIDE BERHAD - ORDINARY RIGHTS,CONSUMER PRODUCTS & SERVICES
03038,ICTZONE,ICT ZONE ASIA BERHAD,TECHNOLOGY
03038P,ICTZONE-PA,ICT ZONE ASIA BERHAD - ICPS A 2020/2025,TECHNOLOGY
03030,IDBTECH,IDB TECHNOLOGIES BERHAD,TECHNOLOGY
9687,IDEAL,IDEAL CAPITAL BERHAD,PROPERTY
0174OR,IDMENSN-OR,IDIMENSION CONSOLIDATED BHD - ORDINARY RIGHTS,TECHNOLOGY
0174PR,IDMENSN-PR,IDIMENSION CONSOLIDATED BHD - PREFERENCE RIGHTS,TECHNOLOGY
0023,IFCAMSC,IFCA MSC BHD,TECHNOLOGY
5606,IGBB,IGB BERHAD,PROPERTY
5606PB,IGBB-PB,IGB BERHAD - REDEEMABLE CONVERTIBLE CUMULATIVE PREFERENCE SHARES 2018/2025,PROPERTY
5299,IGBCR,IGB COMMERCIAL REAL ESTATE INVESTMENT TRUST,REAL ESTATE INVESTMENT TRUSTS
5227,IGBREIT,IGB REAL ESTATE INV TRUST,REAL ESTATE INVESTMENT TRUSTS
7240,IHB,INFRAHARTA HOLDINGS BERHAD,CONSTRUCTION
5225,IHH,IHH HEALTHCARE BERHAD,HEALTH CARE
3336,IJM,IJM CORPORATION BHD,CONSTRUCTION
2216,IJMPLNT,IJM PLANTATIONS BHD,PLANTATION
5614,ILB,ILB GROUP BERHAD,TRANSPORTATION & LOGISTICS
7222,IMASPRO,IMASPRO CORPORATION BHD,INDUSTRIAL PRODUCTS & SERVICES
0166,INARI,INARI AMERTRON BERHAD,TECHNOLOGY
2607,INCKEN,INCH KENNETH KAJANG RUBBER PLC,PLANTATION
0265,INFOM,INFOMINA BERHAD,TECHNOLOGY
0253,INFOTEC,INFOLINE TEC GROUP BERHAD,TECHNOLOGY
5178,INGENIEU,INGENIEUR GUDANG BERHAD,INDUSTRIAL PRODUCTS & SERVICES
5178PA,INGENIEU-PA,INGENIEUR GUDANG BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2018/2023,INDUSTRIAL PRODUCTS & SERVICES
5295,INNATURE,INNATURE BERHAD,CONSUMER PRODUCTS & SERVICES
0147,INNITY,INNITY CORPORATION BHD,TELECOMMUNICATIONS & MEDIA
6262,INNO,INNOPRISE PLANTATIONS BERHAD,PLANTATION
3379,INSAS,INSAS BHD,FINANCIAL SERVICES
3379PB,INSAS-PB,INSAS BERHAD - REDEEMABLE PREFERENCE SHARES B,FINANCIAL SERVICES
0192,INTA,INTA BINA GROUP BERHAD,CONSTRUCTION
1961,IOICORP,IOI CORPORATION BHD,PLANTATION
5249,IOIPG,IOI PROPERTIES GROUP BERHAD,PROPERTY
5107,IQGROUP,IQ GROUP HOLDINGS BHD,CONSUMER PRODUCTS & SERVICES
7183,IQZAN,IQZAN HOLDING BERHAD,INDUSTRIAL PRODUCTS & SERVICES
8834,IREKA,IREKA CORPORATION BHD,CONSTRUCTION
0010,IRIS,IRIS CORPORATION BHD,TECHNOLOGY
5309,ITMAX,ITMAX SYSTEM BERHAD,TECHNOLOGY
9393,ITRONIC,INDUSTRONICS BHD,TECHNOLOGY
5175,IVORY,IVORY PROPERTIES GROUP BERHAD,PROPERTY
1589,IWCITY,ISKANDAR WATERFRONT CITY BERHAD,PROPERTY
7043,JADEM,JADE MARVEL GROUP BERHAD,INDUSTRIAL PRODUCTS & SERVICES
7223,JADI,JADI IMAGING HOLDINGS BHD,CONSUMER PRODUCTS & SERVICES
0024,JAG,JAG BERHAD,INDUSTRIAL PRODUCTS & SERVICES
4723,JAKS,JAKS RESOURCES BERHAD,CONSTRUCTION
8648,JASKITA,JASA KITA BHD,INDUSTRIAL PRODUCTS & SERVICES
7152,JAYCORP,JAYCORP BHD,CONSUMER PRODUCTS & SERVICES
0058,JCBNEXT,JCBNEXT BERHAD,INDUSTRIAL PRODUCTS & SERVICES
5161,JCY,JCY INTERNATIONAL BERHAD,TECHNOLOGY
8931,JERASIA,JERASIA CAPITAL BHD,CONSUMER PRODUCTS & SERVICES
9083,JETSON,KUMPULAN JETSON BHD,INDUSTRIAL PRODUCTS & SERVICES
0146,JFTECH,JF TECHNOLOGY BHD,TECHNOLOGY
0127,JHM,JHM CONSOLIDATION BHD,TECHNOLOGY
8923,JIANKUN,JIANKUN INTERNATIONAL BERHAD,PROPERTY
03040,JISHAN,JISHAN BERHAD,INDUSTRIAL PRODUCTS & SERVICES
6769,JKGLAND,JKG LAND BERHAD,PROPERTY
7096,JOE,JOE HOLDING BERHAD,INDUSTRIAL PRODUCTS & SERVICES
3441,JOHAN,JOHAN HOLDINGS BHD,FINANCIAL SERVICES
5673,JSB,JENTAYU SUSTAINABLES BERHAD,INDUSTRIAL PRODUCTS & SERVICES
5673OR,JSB-OR,JENTAYU SUSTAINABLES BERHAD - ORDINARY RIGHTS,INDUSTRIAL PRODUCTS & SERVICES
0292,JTGROUP,JATI TINGGI GROUP BERHAD,CONSTRUCTION
4383,JTIASA,JAYA TIASA HOLDINGS BHD,PLANTATION
0111,K1,K-ONE TECHNOLOGY BHD,TECHNOLOGY
0193,KAB,KINERGY ADVANCEMENT BERHAD,INDUSTRIAL PRODUCTS & SERVICES
8672,KAMDAR,KAMDAR GROUP(M)BHD,CONSUMER PRODUCTS & SERVICES
0170,KANGER,KANGER INTERNATIONAL BERHAD,CONSUMER PRODUCTS & SERVICES
5247,KAREX,KAREX BERHAD,CONSUMER PRODUCTS & SERVICES
0054,KARYON,KARYON INDUSTRIES BHD,INDUSTRIAL PRODUCTS & SERVICES
7216,KAWAN,KAWAN FOOD BHD,CONSUMER PRODUCTS & SERVICES
7199,KEINHIN,KEIN HING INTERNATIONAL BHD,INDUSTRIAL PRODUCTS & SERVICES
7323,KEN,KEN HOLDINGS BHD,PROPERTY
6483,KENANGA,KENANGA INVESTMENT BANK BERHAD,FINANCIAL SERVICES
0307,KENERGY,KAWAN RENERGY BERHAD,INDUSTRIAL PRODUCTS & SERVICES
7161,KERJAYA,KERJAYA PROSPEK GROUP BERHAD,CONSTRUCTION
9334,KESM,KESM INDUSTRIES BHD,TECHNOLOGY
0143,KEYASIC,KEY ASIC BHD,TECHNOLOGY
5321,KEYFIELD,KEYFIELD INTERNATIONAL BERHAD,ENERGY
6491,KFIMA,KUMPULAN FIMA BHD,INDUSTRIAL PRODUCTS & SERVICES
0151,KGB,KELINGTON GROUP BERHAD,INDUSTRIAL PRODUCTS & SERVICES
0036,KGROUP,KEY ALLIANCE GROUP BERHAD,TECHNOLOGY
0282,KGW,KGW GROUP BERHAD,TRANSPORTATION & LOGISTICS
6203,KHEESAN,KHEE SAN BHD,CONSUMER PRODUCTS & SERVICES
7062,KHIND,KHIND HOLDINGS BHD,CONSUMER PRODUCTS & SERVICES
0210,KHJB,KIM HIN JOO (MALAYSIA) BERHAD,CONSUMER PRODUCTS & SERVICES
6211,KIALIM,KIA LIM BHD,INDUSTRIAL PRODUCTS & SERVICES
5371,KIMHIN,KIM HIN INDUSTRY BHD,INDUSTRIAL PRODUCTS & SERVICES
5171,KIMLUN,KIMLUN CORPORATION BERHAD,CONSTRUCTION
5280,KIPREIT,KIP REAL ESTATE INVESTMENT TRUST,REAL ESTATE INVESTMENT TRUSTS
5280TA,KIPREIT-TA,KIP REAL ESTATE INVESTMENT TRUST - A UNITS,REAL ESTATE INVESTMENT TRUSTS
5310,KITACON,KUMPULAN KITACON BERHAD,CONSTRUCTION
0293,KJTS,KJTS GROUP BERHAD,INDUSTRIAL PRODUCTS & SERVICES
9466,KKB,KKB ENGINEERING BHD,INDUSTRIAL PRODUCTS & SERVICES
5235SS,KLCC,KLCC PROP&REITS-STAPLED SEC,REAL ESTATE INVESTMENT TRUSTS
2445,KLK,KUALA LUMPUR KEPONG BHD,PLANTATION
2453,KLUANG,KLUANG RUBBER CO (M) BHD,PLANTATION
5027,KMLOONG,KIM LOONG RESOURCES BHD,PLANTATION
7164,KNM,KNM GROUP BHD,ENERGY
5035,KNUSFOR,KNUSFORD BHD,INDUSTRIAL PRODUCTS & SERVICES
6971,KOBAY,KOBAY TECHNOLOGY BHD,INDUSTRIAL PRODUCTS & SERVICES
7017,KOMARK,KOMARKCORP BHD,INDUSTRIAL PRODUCTS & SERVICES
7017OR,KOMARK-OR,KOMARKCORP BERHAD - ORDINARY RIGHTS,INDUSTRIAL PRODUCTS & SERVICES
7153,KOSSAN,KOSSAN RUBBER INDUSTRIES BHD,HEALTH CARE
0002,KOTRA,KOTRA INDUSTRIES BHD,HEALTH CARE
5878,KPJ,KPJ HEALTHCARE BHD,HEALTH CARE
7077,KPPROP,KERJAYA PROSPEK PROPERTY BERHAD,PROPERTY
5843,KPS,KUMPULAN PERANGSANG SELANGOR,INDUSTRIAL PRODUCTS & SERVICES
9121,KPSCB,KPS CONSORTIUM BHD,INDUSTRIAL PRODUCTS & SERVICES
1996,KRETAM,KRETAM HOLDINGS BHD,PLANTATION
0176,KRONO,KRONOLOGI ASIA BERHAD,TECHNOLOGY
3476,KSENG,KECK SENG (M) BHD,INDUSTRIAL PRODUCTS & SERVICES
5038,KSL,KSL HOLDINGS BHD,PROPERTY
5192,KSSC,K. SENG SENG CORPORATION BHD,INDUSTRIAL PRODUCTS & SERVICES
0180,KTC,KIM TECK CHEONG CONSOLIDATED BERHAD,CONSUMER PRODUCTS & SERVICES
6874,KUB,KUB MALAYSIA BHD,INDUSTRIAL PRODUCTS & SERVICES
2186,KUCHAI,KUCHAI DEVELOPMENT BHD,FINANCIAL SERVICES
8362,KYM,KYM HOLDINGS BHD,INDUSTRIAL PRODUCTS & SERVICES
3174,L&G,LAND & GENERAL BHD,PROPERTY
0268,L&PBHD,L&P GLOBAL BERHAD,INDUSTRIAL PRODUCTS & SERVICES
7179,LAGENDA,LAGENDA PROPERTIES BERHAD,PROPERTY
0018,LAMBO,LAMBO GROUP BERHAD,TECHNOLOGY
1643,LANDMRK,LANDMARKS BHD,CONSUMER PRODUCTS & SERVICES
9385,LAYHONG,LAY HONG BHD,CONSUMER PRODUCTS & SERVICES
9326,LBALUM,LB ALUMINIUM BHD,INDUSTRIAL PRODUCTS & SERVICES
8494,LBICAP,LBI CAPITAL BHD,PROPERTY
5789,LBS,LBS BINA GROUP BHD,PROPERTY
5789PA,LBS-PA,LBS BINA GROUP BERHAD - REDEEMABLE CONVERTIBLE PREFERENCE SHARES,PROPERTY
5284,LCTITAN,LOTTE CHEMICAL TITAN HOLDING BERHAD,INDUSTRIAL PRODUCTS & SERVICES
9628,LEBTECH,LEBTECH BERHAD,CONSTRUCTION
8079,LEESK,LEE SWEE KIAT GROUP BHD,CONSUMER PRODUCTS & SERVICES
0266,LEFORM,LEFORM BERHAD,INDUSTRIAL PRODUCTS & SERVICES
5232,LEONFB,LEON FUAT BERHAD,INDUSTRIAL PRODUCTS & SERVICES
7170,LFECORP,LFE CORPORATION BHD,INDUSTRIAL PRODUCTS & SERVICES
0249,LGMS,LGMS BERHAD,TECHNOLOGY
6633,LHI,LEONG HUP INTERNATIONAL BERHAD,CONSUMER PRODUCTS & SERVICES
3573,LIENHOE,LIEN HOE CORPORATION BHD,PROPERTY
7089,LIIHEN,LII HEN INDUSTRIES BHD,CONSUMER PRODUCTS & SERVICES
4235,LIONIND,LION INDUSTRIES CORPORATION,INDUSTRIAL PRODUCTS & SERVICES
8486,LIONPSIM,LION POSIM BERHAD,INDUSTRIAL PRODUCTS & SERVICES
6645,LITRAK,LINGKARAN TRANS KOTA HOLDINGS,TRANSPORTATION & LOGISTICS
0182,LKL,LKL INTERNATIONAL BERHAD,HEALTH CARE
8303,LOTUS,LOTUS KFM BERHAD,CONSUMER PRODUCTS & SERVICES
8621,LPI,LPI CAPITAL BHD,FINANCIAL SERVICES
03047,LSH,LIM SEONG HAI CAPITAL BERHAD,CONSTRUCTION
9881,LSTEEL,LEADER STEEL HOLDINGS BHD,INDUSTRIAL PRODUCTS & SERVICES
7085,LTKM,LTKM BHD,CONSUMER PRODUCTS & SERVICES
5068,LUSTER,LUSTER INDUSTRIES BHD,INDUSTRIAL PRODUCTS & SERVICES
5143,LUXCHEM,LUXCHEM CORPORATION BHD,INDUSTRIAL PRODUCTS & SERVICES
0075,LYC,LYC HEALTHCARE BERHAD,HEALTH CARE
9199,LYSAGHT,LYSAGHT GALVANIZED STEEL BHD,INDUSTRIAL PRODUCTS & SERVICES
7082,M&A,M & A EQUITY HOLDINGS BERHAD,FINANCIAL SERVICES
5078,M&G,MARINE & GENERAL BERHAD,TRANSPORTATION & LOGISTICS
1198,MAA,MAA GROUP BERHAD,FINANCIAL SERVICES
0095,MAG,MAG HOLDINGS BERHAD,CONSUMER PRODUCTS & SERVICES
7243,MAGMA,MAGMA GROUP BERHAD,CONSUMER PRODUCTS & SERVICES
7617,MAGNA,MAGNA PRIMA BHD,PROPERTY
7087,MAGNI,MAGNI-TECH INDUSTRIES BHD,CONSUMER PRODUCTS & SERVICES
3859,MAGNUM,MAGNUM BERHAD,CONSUMER PRODUCTS & SERVICES
8583,MAHSING,MAH SING GROUP BHD,PROPERTY
5264,MALAKOF,MALAKOFF CORPORATION BERHAD,UTILITIES
4936,MALPAC,MALPAC HOLDINGS BHD,PLANTATION
6181,MALTON,MALTON BHD,PROPERTY
1058,MANULFE,MANULIFE HOLDINGS BERHAD,FINANCIAL SERVICES
3514,MARCO,MARCO HOLDINGS BHD,CONSUMER PRODUCTS & SERVICES
5098,MASTEEL,MALAYSIA STEEL WORKS (KL)BHD,INDUSTRIAL PRODUCTS & SERVICES
5098OR,MASTEEL-OR,MALAYSIA STEEL WORKS (KL) BHD - ORDINARY RIGHTS,INDUSTRIAL PRODUCTS & SERVICES
7029,MASTER,MASTER-PACK GROUP BERHAD,INDUSTRIAL PRODUCTS & SERVICES
0189,MATANG,MATANG BERHAD,PLANTATION
5236,MATRIX,MATRIX CONCEPTS HOLDINGS BHD,PROPERTY
4022,MAXIM,MAXIM GLOBAL BERHAD,PROPERTY
6012,MAXIS,MAXIS BERHAD,TELECOMMUNICATIONS & MEDIA
1155,MAYBANK,MALAYAN BANKING BHD,FINANCIAL SERVICES
5077,MAYBULK,MAYBULK BERHAD,TRANSPORTATION & LOGISTICS
7099,MAYU,MAYU GLOBAL GROUP BERHAD,INDUSTRIAL PRODUCTS & SERVICES
5152,MBL,MUAR BAN LEE GROUP BERHAD,INDUSTRIAL PRODUCTS & SERVICES
5983,MBMR,MBM RESOURCES BHD,CONSUMER PRODUCTS & SERVICES
0280,MBN,MYMBN BERHAD,CONSUMER PRODUCTS & SERVICES
2097,MBRIGHT,META BRIGHT GROUP BERHAD,CONSUMER PRODUCTS & SERVICES
1171,MBSB,MALAYSIA BUILDING SOCIETY BHD,FINANCIAL SERVICES
7004,MCEHLDG,MCE HOLDINGS BERHAD,INDUSTRIAL PRODUCTS & SERVICES
3794,MCEMENT,MALAYAN CEMENT BERHAD,INDUSTRIAL PRODUCTS & SERVICES
0167,MCLEAN,MCLEAN TECHNOLOGIES BERHAD,INDUSTRIAL PRODUCTS & SERVICES
03022,MCOM,MCOM HOLDINGS BERHAD,TECHNOLOGY
4502,MEDIA,MEDIA PRIMA BHD,TELECOMMUNICATIONS & MEDIA
5090,MEDIAC,MEDIA CHINESE INTERNATIONAL LIMITED,TELECOMMUNICATIONS & MEDIA
5129,MELATI,MELATI EHSAN HOLDINGS BHD,CONSTRUCTION
3778,MELEWAR,MELEWAR INDUSTRIAL GROUP BHD,INDUSTRIAL PRODUCTS & SERVICES
1694,MENANG,MENANG CORPORATION (M) BHD,PROPERTY
5223,MENTIGA,MENTIGA CORPORATION BHD,INDUSTRIAL PRODUCTS & SERVICES
8192,MERCURY,MERCURY INDUSTRIES BHD,CONSTRUCTION
5040,MERIDIAN,MERIDIAN BERHAD,PROPERTY
0285,MERSEC,MERCURY SECURITIES GROUP BERHAD,FINANCIAL SERVICES
7234,MESB,MESB BHD,CONSUMER PRODUCTS & SERVICES
0207,MESTRON,MESTRON HOLDINGS BERHAD,INDUSTRIAL PRODUCTS & SERVICES
6149,METROD,METROD HOLDINGS BERHAD,INDUSTRIAL PRODUCTS & SERVICES
3069,MFCB,MEGA FIRST CORPORATION BHD,UTILITIES
03015,MFGROUP,MANFORCE GROUP BERHAD,CONSUMER PRODUCTS & SERVICES
3662,MFLOUR,MALAYAN FLOUR MILLS BHD,CONSUMER PRODUCTS & SERVICES
7595,MGB,MGB BERHAD,CONSTRUCTION
0155,MGRC,MSIAN GENOMICS RES CENTRE BHD,HEALTH CARE
5186,MHB,MALAYSIA MARINE AND HEAVY ENG,ENERGY
5026,MHC,MHC PLANTATIONS BHD,PLANTATION
03005,MHCARE,METRO HEALTHCARE BERHAD,HEALTH CARE
5286,MI,MI TECHNOVATION BERHAD,TECHNOLOGY
0126,MICROLN,MICROLINK SOLUTIONS BHD,TECHNOLOGY
5001,MIECO,MIECO CHIPBOARD BHD,INDUSTRIAL PRODUCTS & SERVICES
0112,MIKROMB,MIKRO MSC BERHAD,TECHNOLOGY
7935,MILUX,MILUX CORPORATION BHD,CONSUMER PRODUCTS & SERVICES
7219,MINETEC,MINETECH RESOURCES BHD,INDUSTRIAL PRODUCTS & SERVICES
7219PA,MINETEC-PA,MINETECH RESOURCES BERHAD - ICPS 2021/2026,INDUSTRIAL PRODUCTS & SERVICES
